일자,언론사,제목,중요키워드
20170608,한국경제,행복도시 착공 10주년 교통SOC 4대학회 연합 심포지엄 개최,"행복도시_교통,행복도시,토론회,4대_학회,4대,그동안_행복도시,행복도시_착공,행복도시_착공_10주년_기념,행복도시_착공_10주년,10주년,10주년_기념,그동안,이충재,그동안_행복도시_교통체계,4개_학회,학술토론회,전문가_토론회,미래_첨단,교통soc_분야,주년,이날_학술토론회,미래_첨단_스마트시티,10주년_교통soc,연합_심포지엄_개최,한국도로학회,한국철도학회,선도하,산업혁명,한국,스마트시티,행정중심복합도시건설청,대한교통학회,신도심,세종시,미래비전,공동주최,세종컨벤션센,4차,교통인프라,dquo,행복도시권,광역교통,전문가,미래상,분야별_주제_발표,4개,구축_성과,4차_산업혁명,교통정책,교통체계"
20170608,한국경제,4차산업 선도하는‘대한민국 해양안전 엑스포’ 14일 부산서 개막,"해양안전,해양안전_엑스포,해양안전_산업,첨단_해양안전,대한민국_해양안전_엑스포,해양안전_산업혁명,해양안전_전문가,국제_해양안전,대한민국_해양안전,4차,체험관_운영_해양,산업_제품,해양안전_산업혁명_비전,이용한,첨단_해양안전_기술,제3회_대한민국_해양안전_엑스포,대표_해양안전,4차_산업혁명,해양안전사고_체험,산업혁명,전문가,가상현실,체험관_운영,해양사고,체험관,대한민국,해양사고_예방,청_해양안전_기술_강연,해양안전산업_혁명_비전,해양안전산업_혁명,부산,첨단_해양안전_산업제품_전시,미국,강연_주제,산업_동향,해양안전사고,최고_전문가,전시_세계,국제_해양안전_비,국제_해양안전_컨퍼런스,최신_기술_산업_동향,세계_최고,대표_해양안전_전문_박람회,해양산업_혁명_비전,이용한_고립자,해외_해군,해외_해군_초청_수출상담회,14일_부산,해양안전_체험특별관,해양안전_의식제고"
20170608,서울신문,[김용석의 상상 나래] 프로젝트 학습이 해결책 될 수 있다,"인공지능,알파고,활용_능력,일자리,대학_교육,소통_능력,일자리_문제_해결,문제_해결_대상,산업혁명,스마트폰,프로젝트_학습,4차,4차_산업혁명,9단,해결책,커뮤니케이션_능력,기업_입장,실천적_능력,기업_실무자,학생들,문제_해결_기법,기업_면접,지식_이외,지난달_알파고,시간date,바둑기사_커제_9단,커제,4차_산업혁명_시대,최우선,아이디어_리뷰,모순점,서비스_아이디어,창의성,활용_범위,미래_세상,바둑기사_커제,구체화,사업화,멤버들,학부생,관심사,육체노동,하지만,경쟁자,바둑계_은퇴,구글,대학생,대학교육,전문직,사물인터넷"
20170608,전남일보,확인된 의혹엔 '즉시 사과'… 정책엔 '소신 답변',"후보자,장관_후보자,사람_중심_투자,후보자_인사청문회,한국_경제,사드,9명,위안부_합의,외교부장관_후보자,5ㆍ18_재판,강경화_외교부장관_후보자_인사청문회,외교부장관_후보자_인사청문회,강경화_외교부장관_후보자,양극화,세금탈루_의혹,지속_성장,국회_인사청문회,김동연,통합진보당,위장_전입,사드_배치,인사청문회,미국,강경화,사람_중심,5ㆍ18_판결_논란,위안부_합의_구속력,정책_질의,한국,위안부,한일_위안부_합의,반대_의견,통합진보당_해산,5ㆍ18_판결,김이수_헌법재판소장_후보자,4명,양극화_심화,저출산,한국_경제_취약점,공론화,김동연_부총리,공감대,각종_의혹,공정_경제,재판관,문재인,강경화_외교부장관,군사적_합의,부총리,소득주도_성장"
20170608,전남일보,45∼65세 광주시민 생애재설계 돕는다,"장년층_지원,장년층,광주시_지원,지원_조례,활동_지원,광주시_장년층,장년층_생애,광주시_장년층_생애,광주시,베이비붐_세대,광주시의회_조례,노후_준비,광주시의회,생애_재설계,안정적_노후,광주시의회_조례_의결,지원_시설,광주,광주시민_생애,장년층_개개인,재설계,4차,운영_예정,사회적_배려,사회적_가치,사회적_요구,지원_범위,재설계_위원회_운영_예정,생활_준비,직업능력_향상,지원_재능,광주시민,광주시의회_행정,베이비붐_세대_은퇴,4차_산업,상임위,광의적_인생,연계_협동조합,임시회,사회적_경제활동,광의적_인생_2모작_개념,사회적_경제활동_조직,재설계_위원회,베이비_붐_세대,협동조합,임시회_상임위,광주시의회_행정_자치위원회,베이비붐,미만_인구,연계_협동조합_설립"
20170608,서울신문,CGV 국내 첫 누적 관객 10억명 돌파,"cgv,관람객,누적_관람객,멀티플렉스,누적_관람객_10억,관람객_10억,국내_누적_관람객_10억,1억,10억,누적_관객_10억,누적_관객,국내_멀티플렉스_시대,연평균_관람객,평균_20회_cgv,7개국,1인,3014개_스크린,1031개_스크린,산업혁명,4차_산업혁명_시대,4차,연평균,연평균_관람객_숫자,139개_극장,398개_극장,멀티플렉스_개념,4차_산업혁명,해외_시장,서정_대표,업계_1위,5일_업계,평균_20회,한국,5000만,영화관,특별관,1위,4dx,관객들,스크린x,cj,스크린,누적,극장,관객,해외,업계,평균,시대,돌파"
20170608,세계일보,"경기도, 2021년까지 섬유산업에 2411억원 투자","경기도,섬유산업,경기도_섬유산업,섬유산업_육성,도내_섬유,섬유_기업,섬유_제품,섬유_인력,2021년_섬유산업_육성_종합계획,섬유산업_육성_종합계획,2021년_섬유산업,일자리,육성_종합계획,섬유_기업_마케팅_지원,유럽,종합계획,섬유산업_근로자,신규시장_창출_지원,섬유_전문_인력_확보,일자리_1만,14개_사업,고급_니트_원단,인력_확보,근로환경_개선,8개_사업,1만,도내_섬유_연간수출액,기능성_의류,섬유_인력_양성,제4회_섬유,신규_일자리,마케팅_지원,섬유_전문,신기술,육성_2차,국내_니트_산업,고급_니트,근로환경,4대_추진,4가지_추진,신기술_개발_14개_사업,신규시장_창출,기능성,7개_사업,스마트_텍스트로닉스,창고형_비즈니스,기술경쟁력_확보,7일_경기도,근로자,37개_사업"
20170608,세계일보,국회 이용득 의원 코리아텍 특강,"코리아텍,의원_코리아텍,한국,이용득_의원,7일_코리아텍,이용득,민주당,한국형_노사관계,국회_이용득,다산홀,노동자,사실상,노사관계,코리아텍_제공이용득_민주당_국회의원,한국형_중앙노사관계_모델_구축,천안시_코리아텍,노동법_특강,모델_구축,코리아텍_제공이용득,이해_대변,7일_충남_천안시_코리아텍,3선,한국노총,미조직,국회_환경노동위원회,민주당_국회의원,4차,한국형_중앙노사관계,노동법,한국형_노동회의소,사실상_부재,산업혁명,환경노동위원회,이해_대변_기구,국회의원,4차_산업혁명,민주당_최고위원,이날_특강,국회_환경노동위원회_상임위,다산정보관_다산홀,한국노총_위원장_3선,4차_산업혁명_극복,민주적_운영,코리아텍_재학생,7일_충남,2016년_7월,개정안,근로기준법,대한민국,존중법"
20170608,전북일보,"[디지털 통화 개념과 전망 ② 비트코인 가치 창출 방법] 투자자들, 비트코인 직접 채굴 수익창출 가능","pool,디지털통화,거래소,투자자,비트코인,비트코,거래_프로세스,디지털_통화,투자자들,mining,거래소_해킹,디지털통화_시장,거래_건수,장용일,투기성_거래,결제승인_거래,거래_계좌,가치_창출,채굴_수익창출,이용한_채굴,개인_투자자들,활용_사례_증가,2013년_거래소,거래_프로세스_처리속도,3대_거래소,디지털_통화_개념,가치_창출_방법,연산문제,거래소_해킹_피해사례들,전주지점장_비트코인,활용_사례,부정적_인상,부정적_측면,채굴_수익창출_가능,전문_채굴기,사용량_증가,채굴기,장용일_kb국민카드_전주지점장_비트코인,비용_효율성,일반_컴퓨터,비용_효율성_저하,2100만,국민카드,낙관적_견해,전문_대행업체,f2,채굴량,중국,지급수단,전주"
20170608,경기일보,"한국항공대학교, 귀농귀촌 청년 농업방제용 드론 조종 교육생 모집","드론,드론_조종자_교육,귀농귀촌,드론_조종자,한국항공대,조종자,농업방제용_드론,귀농귀촌_청년,드론_조종자_교육_136시간,농업방제용_드론_조종자_양성과정,조종자_국가자격,귀농귀촌_지원,국가자격,국가자격_취득,드론_조종자_전문교육기관,교육_수료,교육_기간,청년층,교육_136시간,농업용_드론,조종자_양성과정,드론_산업,한국항공대_비행교육원,귀농귀촌_설계,귀농귀촌_희망자,필수_지식,출생자,4주간,현행법,40세_미만_청년층,한국항공대학교,비합숙교육_일정,한국항공대_비행교육원_홈페이지,필수_지식_습득,40세_미만,귀농기초교육_16시간,귀농기초교육_전문적,정부정책_우수,원서접수,교육비,공지사항,교통안전,교재비,일체형_커리큘럼,ftc,산업혁명,교통안전공단,2종,운전면허,실패사례"
20170608,문화일보,"“文정부 일자리 정책, 장기·구조적 접근대신 단기성과 치중”","일자리,일자리_정책,일자리_창출,중소기업,일자리_창출_원천,노동_투자,차은영,노동시장,차은영_이화여대_경제학과_교수,쓴소리,경제학과_교수,서비스산업_규제_완화,노동_투자_활성화,차은영_이화여대,4차,서비스산업_규제,정책_방향,접근대신,문재인_정부,이화여대,노동수요,게_차_교수,임금_격차,시대_흐름,차은영_梨大,투자_활성화,임금_격차_해소,시대_흐름_속,단기_성과,금융_포커스,실업_문제_해결,부정적_영향,경쟁력,비정규직,반기업적_정서,지속_가능,역기능,경제규모,우리나라,연구소,한국,양극화,임금체계,고용창출,경제활동,경제학,경쟁력_회복,한계중소기업_구조조정,고용시장,梨大"
20170608,파이낸셜뉴스,"규제 이슈' 통신株, 지금이 기회? 기본료 폐지 어렵고, 4차산업·소비확대 수혜","통신주,외국인,기본료,통신주_전망,기본료_폐지,4차,하나투자증권,통신업체,소비심리_개선,이동통신_기본료_폐지_정책,이동통신업체,이동통신_기본료,연구원,외국인투자자발_수급_개선,소비심리_개선_조짐,3사,기본료_폐지_압박,폐지_정책,장기_호재,내수주_수혜,서비스_가입자,글로벌_통신업체_대비_저평가,김홍식_하나투자증권_연구원,이동통신업체_3사,김홍식_하나투자증권,글로벌_통신업체,통신사,사물인터넷,대비_26.5%,가입자,가능성,외국인_매수세,이동통신,한국투자증권,대비_저평가,양종인_한국투자증권_연구원,양종인,저평가,김홍식,서비스_개시,외국인투자자발_수급,4차_산업혁명,내수주,3월_기준,실현_가능성,매수_의견,양종인_한국투자증권,경우_통신사_이익_감소효과,lg유플러스,비중_확대"
20170608,충청일보,"대전시, 제4차 산업혁명 특별시 환경이 주도한다","산업혁명,제4차_산업혁명,대전시,제4차_산업혁명_특별시_환경,환경부,환경정책_구축,환경_분야,가운데_제4차_산업혁명,지능데이터,제4차_산업혁명_선도도시,대기오염물질,전문가,미래_환경정책,지능형_대기오염물질_관리,지능데이터_생태계_구축,환경부_김신엽,4차_산업혁명,예측시스템_구축,윤정호,특별시_환경,정한민,한국과학기술정보연구원,지능형_대기오염물질,김신엽,미래_환경정책_수립,환경부_김신엽_과장,한국과학기술정보연구원_정한민,7일_시청,이날_한국환경정책ㆍ평가연구원_윤정호_선임연구위원,한국과학기술정보연구원_정한민_수석연구원,7일_시청_세미나실,지능데이터_생태계,환경분야_전문가,인공지능,윤정호_선임연구위원,이날_한국환경정책ㆍ평가연구원,일반시민,공간분석,관련단체,공무원,시범지역,관련공무원,연구원,수석연구원,세미나실,4차,필요성,10대,주제발표,적극_반영"
20170608,파이낸셜뉴스,"DGFEZ,?일본기업인 대상 투자환경설명회 개최","설명회,일본,기업인,dgfez,투자유치_모델,일본_100%,한국,일본기업,투자_최적지,dgfez_산업지구_설명회,대구경북경제자유구역청,대구경북_지역,대상_투자환경설명회,대구경북경제자유구역청_투자환경설명회,김교일_dgfez,유네스코,이틀간,공장현황_설명,적극_설명,일본_100%_외투기업,대상_투자환경설명회_개최,김교일,대구경북,김교일_dgfez_경북본부장,dgfez_산업지구,지구별_유치업종,지구별_입지여건,투자유치_성공요인,생산현장,간담회,해설사,경남권,부산,문화유산,민속마을,경북도청,대륙별,4차,인플레이터,국가별,경남,비즈니스모델,에어백,안동,부산일본인회,신청사,하회마을,영천,첫날,산업혁명"
20170608,헤럴드경제,[헤럴드포럼-이원복 원장 한국산업기술시험원] 4차 산업혁명시대 항공강국 진입과 시험인증,"위하여,항공산업,비행_시험,항공기,항공_시험인증,라이트형제,미래_산업,위하여_시험인증,항공산업_발전,4차,시험인증,글로벌_항공,시험인증_인프라,인프라_구축,기업들,200여,4월_경남,한국산업기술시험원,글로벌_항공_강국_진입,클러스터,항공_국가산업단지,2016년_국내_생산,시험평가,경남,4차_산업혁명,위하여_국민적,위하여_국가항공산업단지,_수출_17%,항공산업_미래핵심기술,현대적_항공기,실제_항공기,수출_17%,항공산업_global,연평균,4차_산업혁명시대_항공강국_진입,불필요,항공산업_미래핵심기술_확보,1000회,4차_산업혁명시대,항공분야_클러스터,세계시장,국내_항공관련_기업들,하지만,산업혁명,안전_무결점,항공분야_클러스터_조성,계획_승인,위하여_국민적_열망,위하여_국가항공산업단지_지정,항공강국_진입"
20170608,헤럴드경제,윤도흠 연세의료원장 “지금껏 없던 최첨단 디지털병원으로”,"용인동백세브란스병원,용인연세,디지털_병원,의료_클러스터,윤도흠,연세의료복합단지,의료_지식,의료_클러스터_조성,연세의료원,병원_부지,용인동백세브란스병원_건립식,최첨단,용인,남경필,연세대학교,경기도,클러스터,윤도흠_의료원장,남경필_경기도,용인지역,디지털_병원_문화,의료원장,용인시,국회의원,20만,병원_신축부지,남경필_경기도_지사,건립식,용인연세_의료클러스터_조성,용인지역_국회의원,겸_의료원장_윤도흠,김용학_연세대학교,중환자실,6만,용인연세_의료복합도시첨단산업단지,용인시의회,김중식,김용학,용인연세_의료클러스터,신기원,4차,의료산업_거점,체결식,대한민국,연세의료복합단지_mou_체결식,연세의료복합단지_mou,김용학_연세대학교_총장,연세,김중식_용인시의회,용인연세_의료복합도시첨단산업단지_조성사업"
20170608,파이낸셜뉴스,신간 '4차 산업혁명시대 문화경제의 힘'... 미래 인공지능시대 생존법 소개,"프랑스_문화,미래_인공지능시대,프랑스,미래사회,미래_인공지능시대_생존법_소개,인공지능시대,자본주의,미래사회_변화,국제관계학,한국과학창의재단,현대_자본주의_사회,문화경제,정치사회학,서울대,생존법_소개,3장,현대_자본주의,1장,2장,4차,문화콘텐츠,현대,신간_4차_산업혁명시대_문화경제,생존법,문화적_가치,신간_4차,국제관계학_박사학위,한국과학창의재단_연구위원,정보통신기술,산업혁명시대_문화경제,한국과학창의재단_연구위원_최연구,win5858,아시아,프리바토피아,세계화,제평론사,중앙경제평론사,역서,사회학,대학교,현대사회,관계학,최연구,정보통신,가치론,사회변화,문화자본,미래자본,인공지능,몽드"
20170608,파이낸셜뉴스,[이구순의 느린 걸음] 정부와 국민 갈라놓은 국정委,"국정기획위원회,미래부,통신요금,통신요금_인하_정책,통신요금_인하,1998년_정부,kt_주식,국정기획위,kt,통신요금_인하_공약,통신시장_개입,평소_정부,결국_정부,취재기자,2002년_정부,긴급_브리핑,투자가,문재인_대통령,통신시장_개입_조항,1998년_정부_외화금고,4차_산업혁명_정책,통신시장_경쟁,알짜_공기업_주식,미래부_보고서,공기업,긴급_브리핑_기사,산업혁명,기획위,4차,알짜_공기업,국정기획자문위원회_취재기자,4차_산업혁명,산업_체계,정보미디어부장,이구순,네티즌들,공개적,기득권자들,앞잡이,통신사,달_남짓_활동,위원회,미래창조과학부,외국인들,기득권자,차례_성공,눈앞,외국인,보고서,진정성"
20170608,경향신문,"“4차 산업혁명 특별시 육성” 권선택 대전시장, 대전형 4차 산업혁명 청사진 발표","4차,4차_산업혁명,산업혁명,대전시,4차_산업혁명_추진위원회,4차_산업혁명_특별시_육성,전담_조직,산업혁명_청사진,4차_산업혁명_특별시,4차_산업혁명_핵심거점_지역,4차_산업혁명_체험,권선택,대전시장,청사진,권선택_대전시장,문재인,특별시_육성,추진위원회,대전형_4차,문재인_정부,스마트_융복합_산업,3차_산업혁명,실버타운,공약사항,집중_육성,로보틱,유전자,융복합,선포식,로보틱_실버타운,특별시,후보시절_대전지역_공약사항,로보틱_실버타운_시범단지,문재인_대통령,핵심거점_지역,과학벨트,노인복지시설,연구성과물,성과물,첨단기술,생물학,후보시절_대전지역,위원회,물리학,정보통신기술,구체화,지원센터,공동연구센터,시범단지,대덕특구"
20170608,매일경제,"한국문화정보원, 문화 분야 공공데이터 활용기업 지원 나서","공공저작물,저작물,한국문화정보원,공공저작물_중소기업,공공저작물_중소기업_지원사업,문화데이터,지원사업,문화데이터_지원사업,성장_지원_사업,공공저작물_활용기업,중소기업,10개_기업,공공저작물_활용기업_20개_기업,한국문화정보원_김소연,서비스_개발_지원,성장_지원,문화_분야,제주,온라인,연구소,문화_분야_공공데이터,김소연,20개_기업,상품_디자,서비스_종류,4차,공공데이터,4가지,1차,차년도_지원사업,한국문화정보원_김소연_원장,일자리_창출,부가가치_창출,2개,공공데이터_활용기업,5건,경제적_문화적_부가가치_창출,공공기관,기업들,4차_산업혁명,4차_산업혁명_중심,스타포토_키오스크,산업혁명,3d전용_온라인_전시,차년도,제주_투어가이드,도서추천서비스_잉크,대표_기업들,청춘디자인_연구소,3d전용_온라인"
20170608,중도일보,"농업의 4차혁명은 무엇일까…, 대응 워크숍","4차,농촌진흥청,대응_워크숍,4차_산업혁명,4차_산업혁명_대응,8일_4차,공무원,8일_4차_산업혁명,4차혁명,산업혁명,가운데_4차_산업혁명대응_워크숍,부여,이경환,농촌진흥청_권택윤_4차혁명_대응부단장,전략화_방안,전남대,대응부단장,이날_워크숍,4차혁명_대응부단장,기술원,산업혁명대응_워크숍,농업기술원,부여_토마토,충남,도내_농업직_공무원_120명,전남대_이경환,분야별_기술융합_전략화_방안,농촌진흥청_권택윤,부여_토마토_스마트팜,충남_농업기술원,전남대_이경환_교수,도내_농업직,공무원_120명,인공지능,맹창호,농장주,맹창호기자,민경준,사물인터넷,빅데이터,종합토론,로봇기술,사p,선진국,스마트팜,역할분담,민경준_농장주,권택윤,미래_농업환경,농업기술센터_담당자들"
20170608,중도일보,오늘의 중도일보 뉴스 (대전·세종·충남·충북) (6월8일 목요일),"충남,20면,9면,21면,7면,다문화,4면,5면,2면,대전시의회,6면,1면,공모_21면,행자부,대전_서구청장_20면,선정_21면,대전시,다우리_다문화_교육,대전_동구,대전총국,대전_서구청장,기초연구실지원사업_선정_21면,수상_20면,발대식_21면,기배치,체납차,대전문화재단,실시간,총괄책임자_역할_20면,단일공,산림청,부심_2면,농아인,뉴스들,다우리_다문화,3면,중도일보,서대전역,체감경기,통과_1면,적정기술_대회,중도일보_뉴스_대전,이현범_부부_선정_21면,전문가_특강_20면,대전_평촌지구개발사업,대전시_시내버스,서대전역_활성화_적극_관심,충남_다문화이주여성,꼴찌_충남,공공건축물_주목_5면"
20170608,한국일보,SK(주) C&C - 중견·중소기업용 경영시스템‘토털 클라우드 솔루션 패키지’선봬,"클라우드,클라우드_제트,클라우드_솔루션,핵심_경영_시스템,클라우드_제트_비즈로드,기업_비즈니스,클라우드_솔루션_패키지,중소기업,종합_클라우드_서비스,토털_클라우드,토털_클라우드_솔루션_패키지,제트_비즈로드,종합_클라우드,erp,sk,디지털_혁신,그룹웨어_기업,핵심_경영,4차,솔루션_패키지,디지털_전환,디지털_전환_혁신,사스,비즈로드,종합_디지털,erp_프리미엄_서비스,외산_erp_구축,기업_비즈니스_전반,4차_산업혁명_혁신,고객_맞춤형_서비스_모델,이날_세미나,산업혁명,최신_디지털,4차_산업혁명,일상적_업무,그룹웨어,서비스_모델,경영정보_시스템_구축,고객사_업무,전환_컨설팅,연결회계_기업,외산_erp,일상적_업무_수행,erp_프리미엄,추가_솔루션,온라인,고객_맞춤형,데이터_통합,인프라_비용,saas"
20170608,한국일보,"영주시, 새정부 공약 ‘하이테크 베어링산업화’ 등 적극 추진","기반구축사업,인프라_구축,정부_최대,영주,첨단베어링_산업_클러스터_조성,클러스터_조성,정부_공약,저출산,첨단베어링_산업,베어링_관련_기업,항공특성화_특구_조성,융복합,하이테크베어링_산업화_기반구축사업,5월_영주항공_인프라_구축,민자,경항공기_소재,경북,관계자,잠재력,국가_거점,정부_공약_하이테크_베어링산업화,베어링_생산기반,정부_최대_관심사,국내_최대_베어링_생산기반,연관산업단지_조성,항공단지_조성,하이테크베어링_산업화,훈련용_비행장,국가_항공정비_훈련원_설립,비행장,경북전문대학,정부_출범,안정면,훈련원,적극_추진,영주비상활주로_활용,상용화_기반구축사업,경량합금_소재부품_기반구축사업,경항공기_소재_제작,지방비,항공관련_관계자,영주비상활주로_활용_정책토론회,국가_항공정비,비상활주로,항공관련_관계자_현장방문,6차,정책토론회,경항공기,연구소_유치,현장방문"
20170608,한국일보,불확실성 속에서도 기업은 ‘길’을 찾는다,"반도체,삼성전자,메모리_반도체,삼성전자_평택,평택,lg,삼성전자_평택캠퍼스,글로벌_기업,000억,시설_투자,세계_최대,lg_자회사,직간접_생산,해외_투자,자회사,평택캠퍼스,1위,4차,2위,메모리_반도체_초호황,충북,낸드플래시_메모리,파운드리_사업,세계_최대_규모,미국,세계_d램_2위,진천공장,기업들,삼성전자_평택_반도체단지,낸드플래시_메모리_생산시설,충북_진천공장,파운드리,sk_lg,세계_d램,낸드플래시,직간접_고용,4차_산업혁명,고용_유발,반도체_매출_1위,충북_진천공장_증설,72단_3d_낸드플래시_메모리,1분기_세계,차세대,가칭_평택,구본준_lg,글로벌_기업_대열,필달,산업혁명,10조,구본준_lg_부회장"
20170608,한국일보,전남도‘인구절벽’해소책 찾아 나섰다,"전남,190만,일자리,전문가,저출산,전남도,광주전남연구원,3개,행정자치부,대응_전남,인구_감소,자생력,지역특화형_일자리_창출,고부가가치형_일자리_창출_6차,창출_6차,3개_분야_제시,대응_전남_발전방안_워크숍,저출산_대책,전달_190만,9일_광주전남연구원,생활공간_조성,고부가가치형_일자리,3개_분야,지역특화형_일자리,공무원,책임감,공동체,인구구조,6차,저출산_극복,기준_전남도,이날_광주전남연구원,이날_광주전남연구원_민현정_책임연구위원,전남_인구정책,인구구조_맞춤형_생활공간_조성,전문가_집단,조성_고급인력,3개_분야별_전문가_집중토론,신성장동력_창출,기준_전남도_주민등록_인구수,커뮤니티_조성,인구수,주력산업,대응_네트워크,명대,나주시,출산환경_개선,4차,전문가_집중토론,전남_인구정책_플랫폼_방향"
20170608,한국일보,"동국대 경주캠퍼스, 울산대와 교류협력 협약","울산대,동국대,공동_기여,학점_교류,공동_추진,업무_협약,협력_학생,협약_체결,7일_울산대,시설물,대학교,공유_기타_공동_관심분야,지역사회,이대원_동국대,공유_기타,공동_관심분야,기타_학술,교류협력_협약,지역봉사활동_공동,7일_울산대_본관,4차,실무협약,산업혁명,동국대_경주캠퍼스,이대원_동국대_총장,이대원,기타_학술_할동,4차_산업혁명,기자재_상호_이용_수행중,지역_봉사활동,학령인구_감소,참여_연구개발,교육선택권_확대,4차_산업혁명_대비,지역_봉사활동_공동참여,지역사회_발전,이용_수행중,기자재_상호,국책사업,교류_활성화,학교시설물,세부_분야별_실무협약,공동이용,도서관,공동참여,대학_관계자들,학점교류,학생들,관계자,경주"
20170608,매일신문,[춘추칼럼] 과학강국으로 가는 길,"연구원,산업혁명,4차,4차_산업혁명,대한민국,예산_집행,연구자,과학자,4차_산업혁명_시대,전문_분야,종신_연구원_제도,4차_산업혁명_관련_정책,우리나라,과학기술,실험실_수준,선진국_수준,종신_연구원,대비_연구개발,감사제도,연구비_부정,세계_최고_수준,90%_이상_성공,해보면,우수연구원,과학정책,출연연,좌지우지,공무원,대한민국_연구계,조급증,연구비,실험실,선진국,70%_이상_영향,범죄자,과학정책_수립,우수연구원_정년연장_제도,연구활동,정부_출연연구원,대비_연구개발_투자비,한국원자력연구원,정용환,연구비_부정_사건,일벌백계,재검토,r&d_투자_대비,우수_연구원들,세계_최고,연구자들,연구계"
20170608,중도일보,"순천시, 추경예산 1조1503억원 편성","순천시,전남_순천시,전남,건립_3억,건립_마무리,3억,추가_반영,추가_편성,조성_50억,지원_2억,5억,순천시_미래,건립비,지역경제,2억,국가정원_주차장_조성_50억,건립_사업비,클라이밍_인공암벽장_건립_3억,2호,건립비_50억,예산_규모,예산안,조례호수공원,삼산동_주민센터_건립_마무리,농축산물,지역경제_활성화_시책,신도심,정례회,보통교부세,야간경관_설치,아시아생태문화중심_도시,시민_행복,청년_취업,청년_취업_정책,9억,건립비_9억,복지_시책,활성화,지역경제_활성화,1조,숙원_사업,추경예산,미래전략_사업,공동_살자리_지원,야간경관_설치_20억,아시아생태문화중심_도시_실현,전남_도내,신대지구_건강생활지원센터_건립비_9억,도심_관광,가운데_최대_예산_규모"
20170608,한국경제,스마트 혁신' 나선 롯데…쇼핑·의사결정 돕는 AI 개발 중,"ai_서비스,ai,ai_쇼핑,롯데,결제_서비스,ai_의사결정,편의점,챗봇,온라인_픽업_서비스,롯데그룹,의사결정,ai_쇼핑_도우미,ai_의사결정_지원_플랫폼,신개념_서비스,롯데그룹_회장,롯데월드타워,11월_신동빈_롯데그룹_회장,스마트폰,서울,ibm,온라인,롯데_세븐일레븐,신동빈,환경_변화,편의점_계산대,제품_출시,변화_속도,서울_잠실_롯데월드타워_31층,온라인_픽업,11월_신동빈,제품_정보,가상현실,생체인식,롯데월드타워_31층,서울_잠실,산업혁명,시대의,컨베이어벨트,4차,소비자,추천받,빅데이터,일레븐,롯데푸드,응용프로그램,업무협약,12월_ibm,정맥인식,계열사,계산대"
20170608,중도일보,[동정] 김경훈 대전시의회 의장,"김경훈,특별시,4차,대강당,김경훈_대전시의회,2시_대전시청_대강당,김경훈_대전시의회_의장,특별시_대전비전,4차_산업혁명,2시_대전시청,선포식,산업혁명,대전시청,대전시,의회,비전,대전,의장,참석"
20170608,파이낸셜뉴스,[제7회 대한민국 강소기업포럼] 中 고위직 진출하려면 '中企 경험' 필수,"중소기업,중국_중소기업,행사장,중국,중국_관료,유동수,중소기업_경험,고위직_관료,행사장_좌석,오상배,중국_중소기업_성장,유동수_더불어민주당_의원,최영희,헨리,유동수_국회,유동수_더불어민주당,임금_차이,한국_관료,인크루트_이광석_대표,행사장_뒤편,유동수_국회_산업통상자원위원회_위원,정명진,티미팅,미국,특별취재팀_최영희,특별취재팀_최영희_차장,기업인들,참가자들,참가자,스마트팩토리_지원정책_설명,숭실대,이광석,이윤재,더불어민주당,강연_전달,4차_산업혁명_시대,산업혁명,강소기업_포럼,4차,이윤재_숭실대,인크루트_이광석,4차_산업혁명,자리_배치,태블릿,산업통상자원위원회_위원,이윤재_숭실대_교수,中企_경험,책임자,중소기업_최고재무책임자,중소기업_대표들"
20170608,세계일보,청년 삶의 질 개선으로 저출산 극복 나선다,"저출산,청년_지원,청년_신혼부부,청년_일자리,신혼부부,저출산_해소,신혼부부_주택_지원,일자리,청년_신혼부부_주거지원,신혼부부_주택,저출산_극복,기혼자,저출산_대책,3대,위원장,국정_3대,대변인,2005년_제1차_저출산,40만,우리나라_출생_인구,위원회,저출산_문제_해결_방안,수도_2005년,일자리_창출,주거지원,지원_대상,우리나라_출생,7개,해결_방안,정부_내부,4차,대규모,김진표,5천만,양육_부담_해소,주택_구입,우리나라,수도_2005년_43만,각종_수당,양립_문화,8일_인구절벽_극복,2만,3조,데_대규모_예산,기혼자_중심,보육_인프라,콘트롤타워_역할,7개_부처_합동_업무보고,박광온_대변인,이날_회의"
20170608,파이낸셜뉴스,"[제7회 대한민국 강소기업포럼] ""中企전용 빅데이터 활용시스템 필수… 정부 지원 나서야""","중소기업,4차,일자리,4차_산업혁명,산업혁명,패널토론,정부_지원,4차_산업혁명_시대,4차_산업혁명_준비,이정희,일자리_감소,4차_산업혁명_시대_수혜자,대기업,빅데이터,박미경,김세종,중소기업학회장,이정희_중소기업학회장,데이터_활용,이상지,산업혁명_시대,대기업_주도_4차,4차_산업혁명_강의,기자_4차_산업혁명_시대,인공지능,중소기업청,조주현,부회장,리쇼어링,강소기업포럼_패널토론,최영희,수혜자,조주현_중소기업청,제7회_대한민국_강소기업포럼_패널토론,독일,임원진,중소기업들,이상지_교수,대한민국,박미경_한국여성벤처협회,한국,데이터_활용수준_높일_방안,임원진_마인드_전환_강조,시대_수혜자,제7회_대한민국,박미경_한국여성벤처협회_수석부회장,정명진,높일_방안,대기업_주도,패널토론_좌장"
