일자,언론사,제목,중요키워드
20170704,한국경제,"파주 미군기지 부지, 공원·문화·주거 갖춘 테마형 도시로 '재탄생'","파주,파주_미군기지_부지,파주_미군기지,파주_원더풀파크,미군기지_부지,미군기지,원더풀파크,수변공원,파주시,테마형_도시,테마월드,지역주택조합,지역주택조합_아파트,대규모_테마형_도시,파주_원더풀,조합원,파주_원더풀파크_시티,주거시설,대규모,원더풀파크_남광하우스토리,반분양,구_미군기지_캠프하우스_부지,사업이,대규모_테마형,8개,파주삼릉,티앤티공작,땅값,봉일천리,원더풀파크_남광하우스토리_2차,만큼,수변,주거시설_6500여_가구,파주_원더풀_파크시티,1차_조합원,1차_조합원_모집,1억,1차,캠프하우스_부지,2억,1035가구_규모,대단지,7개,4곳,원더풀,2차,남광하우스토리,확정_공급가,파주삼릉_좌측,경기도_파주시_조리읍_봉일천리"
20170704,경남신문,대동맥 역할 기대되는 비음산 터널 추진,"창원,비음산,비음산_터널,김해,비음산_터널_추진,창원시,연결망,비음산_터널_건설공사,입장_표명,조기착공,김해시,핵심도로,9만,대동맥,3일_창원,건설_추진,창원_인접지역,터널_진출입로,비용_대비,대동맥_역할,그간_창원시,경남도,김해지역_현안,창원시_사파동,20m,추진_의지,과거_창원시,상습정체,상생발전,부동산,창원_인접지역_주민들,장유구간_하루_9만,비용_대비_편익비율,광역교통_연결망,대동맥_역할_기대,김해지역_현안_가운데,출퇴근_상습정체,개설_긍정,조기착공_여부,장유구간_하루,폭_20m_4차선_도로,김해시_진례면,비음산_터널구간,최단거리_핵심도로,장유신도시,아수라장,인구증가,접근시간,악천후,2008년_경남도"
20170704,경인일보,내수부진·주택경기 위축… ‘먹구름’ 짙어진 인천경제,"인천,내수_부진,중소기업,인천지역_중소기업,비제조업,기업_심리,제조업,주택_경기,인천지역_제조업,7월_기업,중소기업중앙회,기간_인천지역_비제조업,인천지역_중소기업_203개,주택_경기_위축,기간_인천지역,전월_대비_5p_하락,지난달_12~19일_인천,전월_대비,한국은행,5p_하락,경기_전망조사,전월_대비_2.9,경기_회복,6p_하락,기준치,실적_부진,체감_경기,부동산,6월_업황bsi,본부장,부동산_대책,대기업,중소기업중앙회_인천지역본부,지난달_12~19일,부동산_대책_발표,긍정_응답,중소기업중앙회_인천지역본부_관계자,소비_심리,인천_기업들,자동차,전자부품,한국은행_인천본부,업종별,경영_애로사항,최대_애로사항,업황,상반기,362곳,이재원,수출기업"
20170704,전북일보,"건설업계, 공공공사 조기집행 후유증 예고","과부하,조기_집행,상반기,재정_집행,수주난,상반기_조기집행,조기_발주,공공공사,공정관리상_과부하,건설업체,가량_초과_집행,공공공사_조기집행,재정_조기집행,집행률,공공공사_조기집행_후유증_예고,상반기_조기집행_규모,대다수,자금운용상_과부하,공공기관,281조,소비심리_회복,실적_부담,건설업,연간_계획대비_집행률,후유증,서류제출_절차,경기회복_지원,가량_초과,연간_계획대비,후유증_예고,발주물량_감소,민간건축,건설시장,회복세,soc,기획재정부,예산안,부동산,170조,불확실성,내년도,입낙찰,시공물량,163조,조삼모사,135조,전체_관리대상사업_281조,공공부문,중앙부처,건설업계"
20170704,대구일보,논리는 기본이다,"일자리,불평등,자본주의,경제적_불평등,민주주의,분업_구조,소득_격차,하지만_경제적_불평등,자본주의_발전,하지만_경제적,경제학파,자본주의_범주,국가_경제,자본주의_발전_단계,하지만,일자리_부족,일자리_위기,경제적_불평등_속,발전_정도,빈부격차,문제점,일자리_자체,분업_수준,소득격차,경제성장,근본_원인,산업혁명,논리_비약,케인스계_경제학파,신고전파계_경제학파,결과_소득격차,경제구조,조금씩_차이,전문화,분화_정도,자동차,단계_업그레이드,제4차_산업혁명,금융자산,지렛대,고착화,비정규직_확산,토지사유,부동산,복지정책,불완전성,임금격차,상위계층,심화과정,생계수단"
20170704,경기일보,"“주택임대차 분쟁, 조정위원회가 해결해 드립니다” 수원지부 포함 전국 5곳 개소","조정위원회,서울중앙지부_조정위원회,주택임대차_분쟁,주택임대차,조정위원회_개소식,주택임대차_관련_분쟁,서울중앙지부,전국_5개_조정위원회,5개_지부_조정위원회,5월_30일_서울중앙지부_조정위원회,이사장,개소식,수원지부,5개,공단_이사장,수원지부_포함,이정호,전국_5개,5개_지부,임대차_분쟁,분쟁조정,분쟁조정_관련_업무,이날_개소식,이날_수원지부,전국_5곳,5곳,3일_주택,이헌_이사장,5월_30일,조정위원회_경기지부,부동산,변호사,심사관,임차인,전문가,임대인,경기중앙지방변호사,사무국,이헌,주거안정,주택임대차보호법,조정위원,당사자,위원장,분쟁조정신청,대한법률구조공단,조기_정착,조정위,변호사_자격,임대차"
20170704,경기일보,인천지역 제조업 6월 BSI 68… 전월대비 6p 하락,"내수_부진,인천,전월대비_5p_하락,전월대비_6p_하락,한국은행,5p,전월대비_5p,6p,6월_bsi,전월대비_6p,인천지역_제조업_6월_bsi,bsi,지난달_기업,6월_업황,인천지역_비제조업,인천지역_제조업,비제조업,제조업,응답업체수,부동산,긍정응답,지난달_기업_심리,업종별,6월_업황_기업경기실사지수,업황,부동산_대책,부동산_대책_발표,전월_급증,전자부품,긍정응답_업체수,기저효과,자동차,건설업,경제상황,내수부진,주택경기,은호성,경영애로사항,부정응답,기준치,6월_업황bsi,이상인,기업들,기업경기실사지수,한국은행_인천본부,부정응답_업체수,주택경기_위축,본부장,전망bsi,업황bsi"
20170704,경기일보,곽수만 한국무역협회 경기북부지역본부 회장 “中企 제1전략은 수출… 다품종·시장 다변화 해야”,"중소기업_수출,중소기업,경기북부_수출,중소기업_수출_지원,중국_수출,다품종_수출,경기북부,무역_시장,경기북부_대다수_중소기업,중소기업_수출_서비스,수출_대상,고양,한국무역협회,수출_대상_국가,다변화,회장_中企,힌지,경제_성장_정책,수출_불모지,에이스힌지텍,수출_비중,경기북부_대다수,경제_성장,무역협회_교두보,수출_환경,중국_수출_비율,다품종_수출_전진기지,중국,회원사,융복합,외국인_고용,다품종,66억_달러,대다수,중소기업_제1,고양_경기북부테크노밸리,곽수만_회장,무역협회_회원사,재협상,부동산_정책,발명의날,캘리포니아,미국,경기북부테크노밸리,개발비,다변화_시대,요충지,사드,외국인,7만"
20170704,경기일보,"안양시 정기 종합감사… 동안구, 불법행위 43건 적발","처리_민원,재산세,동안구,현금_집행,과태료,재산세_감면,43건,처리_민원_4건,세입세출_외_현금_집행,세입세출,안양시_동안구,인터넷_민원,1회,2013년도_세입세출_외_현금,과태료_부과,주차위반_과태료,동안구_업무,지식산업센터,안양시,불법행위_43건_적발,장애인주차구역,재산세_감면_부동산,주차위반_과태료_105건,안양시_정기,민원_종류,지연_처리,2015년_지식산업센터,불법행위_43건,장애인주차구역_주차위반,2013년도_세입세출,안양시_정기_종합감사,안양광역등기소,인터넷_민원_38건,지방재정법,재산세_539만,1천,2017년_정기,2017년_정기_종합감사,집행_잔액,동안구_업무_전반,종합감사,시행령,집행_잔액_1억,1억,105건,감면목적,4건,예산_낭비,감면목적_외_용도,3월_8일"
20170704,한국경제,[김과장 & 이대리] 제약업계 영업맨의 애환,"제약사,제약사_직원,제약업계_리베이트,제약사_영업사원,제약업계,제약사_영업사원들,영업사원,제약사_임원,회사_직원,제약업계_임원,다국적_제약사,영업사원들,병원_행정,제약업계_관계자,영업사원_진술,제약업계_김과장,의사들,제약업계_영업맨,병원_직원들,제약사_영업사원_간,대형_병원,노무_제공,제약사들,대형_병원_과장급_의사,요즘_검찰,판촉물,이트,관계자,uo,리베이트_사건,보관리사,병원_경영,4차,제약사_수사,자격증,병원_관리,제약업계_김과장_이대리,신종_리베이트,리베이트_쌍벌제,컴퓨터_자격증,다국적_제약사_노바티스,리베이트_근절,리베이트_파장,처벌_강화,예행연습,병원_행정_업무,리베이트_관행,압수수색,과장급_의사,김과장"
20170704,한국경제,대출문 조여지니…단지마다 중도금 무이자 '솔깃한 당근',"중도금,계약금,1순위,중도금_무이자,중도금_이자,무이자,중도금_60%,중도금_대출,6일_1순위,중도금_60%_무이자_혜택,분양가,부동산,침체기,서울,대부분_중도금_무이자,중도금_이자_후불제,1차_계약금,대출_보증,이달_1순위,건설사,인천,무이자_혜택,자체_보증,6일_1순위_접수,계약자,6·19_부동산,2차_계약금,평균_분양가,만큼,분양_관계자,부동산시장_침체기,14개_단지,1차_계약금_500만,부산,이달_1순위_청약,서울_고덕_센트럴_아이파크,용산,9억,모델하우스,동문굿모닝힐,부동산시장_침체기_때_유행,센트럴_아이파크,1차,하이포,9가구,스퀘,아이파크,2억,6·19_부동산_대책,지난달_30일"
20170704,세계일보,"[특파원+] IQ에 병적으로 집착하는 트럼프, IQ 156은 사실일까","트럼프_미국,트럼프_대통령,iq,트럼프_미국_대통령,미국,와튼,와튼_스쿨,iq_테스트,유펜_와튼,트럼프_대통령_간,트럼프_트위터_iq,iq_수치,유펜,도널드_트럼프_대통령,장하성,미국_언론,유펜_와튼_스쿨_학부,역대_대통령,포드햄_대학,도널드_트럼프,여성_앵커_공격,트럼프_트위터,부동산_거부_트럼프,공화당,문재인_대통령,장하성_청와대,포드햄_대학_학점,워싱턴,앵커_미카,청와대,미카,앵커_크리스,와튼_스쿨_졸업생,와튼_스쿨_동문,크리스,고등학교_졸업,공화당_후보,트럼프_정부,스쿨_학부,여성_앵커,포드햄,트럼프_친형,장하성_청와대_정책실장,시몬톤,트윗,회담장,3일_문재인_대통령,공화당_대선,공화당_대선_후보_경선,장하성_정책실장"
20170704,매일경제,유영민 청문회 정책검증 대신 위장전입·자녀 취업특혜 공방만,"후보자,lg,후보자_배우자,청와대_탁현민_행정관,장관_후보자,lg_특혜,청문회,청와대_탁현민,농지_투기,농지_투기_의혹,배우자,위장전입,lg_특혜_채용_의혹,후보자_인사청문회,유영민_청문회,유_후보자_배우자,유영민,행정관,도덕성_검증_공방,김순례_의원,도덕성_검증,천안함,재작년_lg,도덕성,부동산_투기_의혹,특혜_채용,유영민_미래부장관_후보자_인사청문회,정현백_여성가족부_장관_후보자,채용_의혹,안보관,김순례_한국당_의원,폭침_사태,2010년_천안함_폭침_사태,사직,탁현민_청와대_행정관,민경욱_자유한국당_의원,부동산_투기,김삼화_국민의당_의원,김순례,유영민_청문회_정책검증,이정미_정의당_의원,주택_관련_자료,청와대,탁현민,고용진_민주당_의원,lg_cns,인사청문회,lg_판토스,lg_계열사,4차"
20170704,한국경제,"[빅데이터 이 종목] LG하우시스, 건자재 사업 '순항 닻' 올린다","자동차,자동차_소재,lg하우시스,lg하우시스_매출,lg하우시스_실적,경량화_자동차,해외_자동차_업체,해외_자동차,소재_사업,입주_물량,경량화_소재,아파트_입주_물량,c2i,해외_판매,사상_최대_실적,건축자재_업체,영업이익,자동차_연비,전국_아파트_입주_물량,만큼_아파트_입주_물량,경량화_자동차_부품,아파트_입주,건축자재,탄소섬유_소재_시장,국내_최대_건축자재_업체,탄소섬유_소재,에너지_소비,로이유리,고부가가치_제품_판매,현대,건자재_사업,사상_최대,판유리,자동차_업계,pvc_가격,자동차_원단,10%_가량,입주_물량_전년,너지_소비_총량제_시행,연구원,너지_소비,f보드_매출,일반_유리,실적_개선,2분기_영업이익,전국_아파트,건자재_사업_순항_닻,자동차_연비_향상,미국_판매,만큼_아파트"
20170704,OBS,"유영민 ""통신비 경감""…정현백 ""동성애 개인 문제""","후보자,통신비,정현백_후보자,유영민_후보자,정현백,유영민,유영민_통신비,장관_후보자,유영민_통신비_경감,통신비_경감,통신비_인하_문제,동성애_개인_문제,통신비_인하,동성애,유영민_미래부_장관,유영민_미래부,동성애_개인,통신비_경감_목표,성적_정체성_문제,정현백_여성가족부,미래부,성적_정체성,부동산,위장전입,도덕성_검증,미방위,배우자,여가위,부동산_투기,위장전입_의혹,여성가족부,인사청문회,국회_미방위,적극_해명,성적,경감,개인,장관,검증,인하,찬반,투기,농지,의혹,소유,협조,장기적,의지,정체,적극"
20170704,한국경제,"국내 기관, 부동산 대출펀드에 1억달러 투자","골드만삭스,부동산,글로벌_부동산,부동산_프로젝트,1억,글로벌_부동산펀드_자금,글로벌_부동산펀드,자체_자금_1억,글로벌_기관투자가,글로벌_부동산_대출펀드,자체_자금,관계자,투자_기간,펀드_투자금,부동산펀드,미국_부동산,부동산_대출형,공제회,글로벌_3호,글로벌_기관투자가_사이,부동산_대출펀드,기관투자가,건설근로자공제회,선순위_대출,산_개발_프로젝트,엔지니어링공제조합,펀드_목표수익률,고용보험기금,20억,러가량,한국투자,투자자,근로자,중순위,ldquo,ib,한국,50억,메자닌,신탁운용,투자금,사실상_공동투자,유럽,미국,블라인,투자가,판매_대행,투자처,선순위,대출펀드"
20170704,YTN,'도시재생 뉴딜' 시동...전담 기획단 발족,"뉴딜,도시재생_뉴딜_사업,도시재생_뉴딜,기획단,낙후,문재인,하나로,핵심_정책,핵심_부동산,문재인_대통령,기획단_발족,핵심_정책_가운데_하나로,5개,지역공동체,낙후_지역,500여,낙후_지역_500여_곳,부동산,핵심_부동산_공약,문재인_대통령_임기,지역공동체_상생_방안,44명_규모,지역공동체_상생,국장급,국토교통부,주거환경,강진원,사업지,50조,도시재생사업기획단,사업지_선정,강진원_jinwon,jinwon,사업,핵심,대통령,도시,규모,지역,방안,발족,정책,재생,국장,주거,선정,환경,단장,추진,운영"
20170704,경남도민일보,[청년 창업가]콕방 윤태웅 씨,"콕방,부동산,직거래,부동산_직거래,공인중개사,수요자,직거래_서비스,하지만_콕방,건물주,진주,진주_지역,공인중개사_중개료,원룸_수요자,부동산_o2o,중개료,매물_등록,하지만,부동산_광고_업체,o2o_서비스,qr코드,공급자,부동산_광고,qr코드_이용,실제_콕방,o2o,원룸_거래,부동산_투자,기타_지역_5000만_원,기타_지역,10만_원_정도,자취방,1만,부동산중개업,부동산_전문,부동산_사이트,전국구_부동산,학생들,0여,중개업,최우선,윤태웅,매물_등록_시,qr코드_이용_관련_특허,보증금_5000만_원,경상대,qr,10만,미용사,10여,부동산_전문_사이트"
20170704,파이낸셜뉴스,때아닌 성수기 맞은 신규 분양시장… 이달에만 4만422가구,"분양_물량,7월_분양,7월_분양_물량,7월_시장,지방_분양,7월_분양_성적,신규_분양,분양_성적,이달_분양,지방_물량,분양_열기,일반_분양_물량,분양_비수기,서울,7월_2만,부산,전국_분양,신규_분양_단지,만큼_7월_분양_성적,리얼투데이,6월_신규,물량_48.8%,일반_분양,6월_신규_분양시장,6월_2만,7월_4만,청약_성적,지방_물량_집중,서울_민간_분양,정부_추가_규제,2만,분양시장,부동산,신규_분양시장,최대_물량,전체_분양_물량,입주_물량,6.19_대책,정부_추가,비수기,이달_전국,만큼_7월,대출규제,4만,대출규제_영향,전국_분양_가구수,분양_일정,리얼투데이_양지영,실수요자,서울_민간"
20170704,파이낸셜뉴스,상반기 외국인직접투자 9.1% 감소,"서비스업,상반기_투자,신고액_기준,신고액,미국,9.1%_감소,제조업,한국_투자,증가세,상반기,상반기_투자_도착액_기준,불확실성,2.4분기_64.7%_증가,실제_투자,전년_동기,대비_47.3%,실제_투자_도착_기준,상반기_외국인직접투자_9.1%_감소,대비_9.1%,그린필드형_투자,브렉시트,한국_제조업,유럽연합,산업부,2.4분기_64.7%,기간_대비_제조업_0.5%,브렉시트_협상,제조업_0.5%,최다_감소,한국,8.8%_증가,7.8%_감소,4.4%_감소,48.3%_감소,35%_증가,도착액_기준,도착_기준,세계_fdi,서비스업_8.1%,부동산,기간_대비,일본발,미국_금리인상,28억,불확실성_확대,fdi,1.4분기_33.5%,8억,상반기_외국인직접투자,세계_경제"
20170704,국민일보,‘박근혜표’ 5개 정부위원회 폐지,"위원회,5개,5개_정부위원회_폐지,5개_대통령,5개_정부위원회,공공택지,5개_대통령_폐지안,부동산,민간택지,경기도_광명시_공공택지,전매_제한,광명시,분양권_전매,경기도,추진위원회,행정_여건,6·19_부동산,정부위원회,경기도_광명시,행정_여건_변화,6·19_부동산_대책,5개_국정과제위원회,국무총리_주재,주택법,문화융성위원회,4일_이낙연,시행령,이전등기,청년위원회,주택시장,국무총리,부산,이낙연,소유권,개정안,기장군,필요성,서울,국무회의,통합위,통합위원회,박근혜,통일준비위원회,정부3.0_추진위원회,박근혜정부,주택법_시행령,폐지안,부산_기장군,행정자치부,박근혜표"
20170704,매일경제,수도권 아파트 전세 웬만하면 3억,"3억,전세금,수도권,전세금_3억,수도권_아파트_전세금_3억,수도권_아파트_전세금,수도권_아파트,지난달_3억,지난달_수도권,수도권_아파트_전세,아파트_전세,2013년_6월,중위가격,전세금_상승률,수도권_전체_전세금_상승률,6월_기준,상승폭,2013년_6월_1억,전세금_하락,전세금_자체,2013년_4월,임채우,1억,자문단,부동산,위례,김포한강,동탄,입주물량,4일_kb국민은행,임채우_kb국민은행,4일_kb국민은행_월간_kb주택가격동향,중간_수준,3813만,kb국민은행,전년_대비,최고치,1230만,임채우_kb국민은행_wm스타자문단_부동산전문위원,월간_kb주택가격동향,역대_최대치,wm스타자문단_부동산전문위원,kb,wm,수도,상승,아파트,가격,전세,조사"
20170704,세계일보,[이것만은 확 바꾸자] ‘커버드 본드’ 활성화…은행 장기 고정금리 대출 보급 첫단추,"장기_고정금리_대출,고정금리_대출,장기_고정금리,커버드,고정금리,커버드_본드_발행,커버드_본드,활성화,순수_고정금리_대출,커버드_본드_활성화_방안,장기_고정금리_상품,가계부채,순수_고정금리,민간_장기,대출_보급,활성화_방안,금융당국,가계부채_구조,커버드_본드_법제화,관계자,금리변동,뿐_순수_고정금리,금융당국_관계자,가계부채_구조_개선,기준_가계부채,모기지,발행기관,금리변동_위험,서울,금융위원회,정책모기지,이명박정부_시절_금융위원회,이명박정부_시절,2014년_시행,3일_서울,정부_재원,시중은행_주택자금대출_창구,3일_서울_여의도,총부채상환비율,10억,민간모,총부채,민간모기지,달러어치,안전성,덴마크,부동산,공공부문,시중은행_주택자금대출,선진국"
20170704,파이낸셜뉴스,[부동산 다이제스트] LH-구리시 공공임대 기본협약 체결,"구리시,공영주차장,구리시_수택동,기본협약_체결,lh,공유재산,수택동,시유지,구리수택,기본협약,공공임대주택,지역개발기본협약_체결,구리수택_공공임대주택,경기_구리시,신정부,신혼부부,구리수택_공공임대주택_건설사업,2월_lh-구리시간_지역개발기본협약_체결,lh-구리시_공공임대_기본협약_체결,공유재산_사용허가,차량견인사업소_부지,공유재산_사용허가_방식,852번지_일원,사용료,토지사용료,8호,토평역,운영수입,200면,이용가능,사업부지,채납,복합주거공간,주차장,면수,일자리,차량견인,사업소,상호협력,비용부담,생활편의시설,지역편의시설,400호,노후화,사업대상지,구리,주거안정,대상지,기부채납,지하철_8호"
20170704,한국경제,은행 안가고 모바일로 간편 대출…아파트 관리비 깎아주는 신용카드,"보험_가입,펀드_성과,카드_1만,kb,달러_투자,1만,투자_기간,신한은행,달러_투자_외화펀드,대출_대상,kb_예스_펀드,외화펀드_가입,옵션_서비스,예스_펀드,썸뱅크,적립금,국민은행_kb_예스_펀드,소비자,신용대출_상품,보험료,보험금,외화펀드,최대_1억,국민은행_kb,연회비,kb_예스,영업점,전용_모바일,납입_기간,사망_보장,보험료_납입,신한은행_신한,부산은행_썸뱅크,2만,성과보수펀드,외화펀드_가입_제약조건,목표수익률,선택_영역,실시간_대출,영업점_방문,신한은행_전용,월_최대_1만,국민은행,가입금액,1억,신한은행_전용_모바일_앱,부산은행_썸뱅크_전세자금대출,부산은행_영업점,부산은행,신한"
20170704,매일경제,"대림산업, 중동 수주 부활…5년만에 매출 10조 노려","대림산업,삼호,기준_대림산업,삼호_지분,삼호_효과,건설사,건축_사업,석유화학_사업,중동_수주,영업이익,실적_개선,중동_건설,지분_인수,석유화학,지분_인수_규모,중동,토목_건설,중동_수주_부활,매출_10조,국외_플랜트_수주_부진,이란_이스파한,이란_대통령,영업이익_증대_효과,올레핀_공장_지분,수주_확보,국외_플랜트,2조,수주_부진,중동_건설_붐,주력_자회사_효과,자회사,토목_건설_붐,영업이익_증대,건축_부문_매출,석유화학_사업부,플랜트_시장_규모,연구원,실적_개선_기대감,워크아웃,주력_자회사,미국,올레핀_공장,2015년_대비,2015년_151%,10조,플랜트_시장,매출_10조_노려,사업부,해외_매출,하산_로하니_이란_대통령"
20170704,경남도민일보,창원 월영 사랑으로 아파트 '임대 전환-후분양' 신중 논의,"부영,임대_전환,분양_시장,부영_관계자,관계자,분양_계약,분양_계약_해지,창원시,부영주택_관계자,아파트_임대_전환,아파트_임대,부동산,재분양,부영주택,하지만,계약_해지,분양가,시장_분위기,임대_전문_기업,후분양,임대_전문,4000가구_분양,하지만_일반분양,하지만_분양률,창원시_도시계획위원회,일반분양,창원월영,오래전,창원월영_사랑,한국공인중개사협회_경남지부_관계자,분양률,공인중개사협회_관계자,정해진,분양가_조정,당장_분양가,도시계획위원회,가능성,창원시_도시계획위원회_심의,하지만_분양률_뻥,규모_창원월영,한국공인중개사협회,월영,기업_입장,임대전환,경남지부,말들,창원_월영_사랑,후분양_형태,한국공인중개사협회_경남지부,신중_논의"
20170704,파이낸셜뉴스,"[부동산 다이제스트] SH공사 ""2021년 부채 1조대 감축""","부채_1조,1조,전세보증금_1조,전세보증금,sh공사_2021년_부채_1조,부채_비율,sh공사,주거복지_사업,위수탁_방식,sh공사_2021년,전세보증금_지원액,기금_운용,공사_재정운영,임대인,보증금,주택_전세계약,부채비율_상승,임대료,입주민,교통부,전세임대_주택사업,재임대,위수탁,임대관리,주택도시보증공사,핵심전략,국토교통부,입주자,주거복지,사업자금,지원액,집주인,서울주택도시공사,부채감축,wonder,sh,hug,공사,부채,주택,감축,사업,방식,임대,운영,전세,기금,대출,상승,도시"
20170704,한겨레,"유영민 “통신비 기필코 인하…단, 법 테두리 안에서”","후보자,통신비,통신비_정책,통신비_인하,통신비_인하_정책,정부_정책,유영민_통신비,가계_통신비_인하,도덕성,정책_쟁점들,이날_국회,통신비_경감,4차,부동산_투기_의혹,가계_통신비,통신비_인하_대책,부동산_투기,장관_후보자,부동산,청문회,정부_정책_방향,이날_청문회,쟁점들,유영민,국회_인사청문회,4차_산업혁명_대응,자녀_취업특혜_의혹,유영민_미래창조과학부_장관_후보자,이날_국회_미래창조과학방송통신위원회,통신비_경감_목표,분리공시제,삼성전자,정의당,김진해,추혜선,4차_산업혁명,도덕성_관련_쟁점들,투기_목적,삼성전자_김진해,추혜선_정의당,산업혁명,인사청문회,자녀_취업특혜,삼성전자_김진해_상무,추혜선_정의당_의원,반대_입장,합리적_의심,행정적_부담,제4,계열사"
20170704,파이낸셜뉴스,전국 전셋값 상승폭 크게 줄었다,"2억,상반기_전세,전세_재계약,상반기,아파트_전세,2017년_상반기_2억,전국_2017년,재계약,전세_재계약_증액_비용,2017년_상반기,전국_아파트,상반기_아파트,서울,전세가격_2억,전세금,전국_전셋값,보통_2년,2017년_1413만,전세가격,증액_비용,1413만,전세_재계약_추가비용,전세금_증가세_둔화,대구_아파트,반면_2017년_상반기,전세금_증가세,대구,전셋값,전세_만기,증가세,재계약_증액,전세금_증가세_둔화_뚜렷,전국_전셋값_상승폭,보통_2년_단위,2015년_4379만,추가_지불,4379만,2년_전_8696만,경북도,서울_수도권,2966만,대비_2966만,서울_수도권_지역,가구당_평균,전셋값_상승폭,주택시장,이상과열,부동산114,65만,2013년_2680만"
20170704,매일신문,국민대통합위 등 박근혜정부 5개 위원회 폐지,"위원회,위원회_폐지,5개_위원회,박근혜정부_5개_위원회_폐지,정부_3.0,5개,대통령_직속,국무총리,박근혜정부_5개,박근혜,박근혜정부,3월_대통령_직속,공공택지,서울청사,정부_3.0_추진위원회,정부_3.0_추진위,3월_대통령,2013년_5월_대통령_직속,5개_대통령령,대통령_소속,위원회_5곳,위원회_4곳,통합위,이낙연_국무총리,국무총리_소속,기장군,2014년_6월,부산_기장군_공공택지,국무회의,민간택지,부산,이명박정부,대통령령,이낙연,분양권_전매,5개_대통령령_폐지안,유광준,이낙연_국무총리_주재,이날_국무회의,부산_기장군,2013년_5월,광명시_공공,주택법,법제화,이전등기,시행령,세종,영상_국무회의,소유권,통일대"
20170704,광주일보,"광주 주택 임대차 분쟁, 소송 대신 조정","임대차_분쟁,분쟁_조정위원회,임대차,주택_임대차,조정위원회,광주_주택_임대차_분쟁,임대차_계약,주택_임대차_관련_분쟁,조정_신청,주택임대차_분쟁,광주지부,임대차_계약_불이행,보증금,광주_주택,임대차_계약_내용_해석,광주지부_주택임대차분쟁조정위원회,주택임대차_분쟁_당사자,임대차_기간,주택_차임,3층,조정_대상,주택임대차분쟁조정위원회,임차주택,주택임대차,손해배상_다툼,불이행,광주지부_주택임대차분쟁조정위원회_개소식,분쟁조정_신청,광주,임차주택_반환,6년_이상_재직,보증금_증감,2시_광주시,부동산,동구,서동빌딩,광주시,변호사,전문가,공식업무,임차인,대한법률구조공단,지산로,조정위원,개소식,임대인,위원장,동구_서동빌딩,당사자,분야_전문가들"
20170704,경향신문,"이효성 방통위원장 내정자 “위장전입, 딸 학교 때문”","내정자,내정자_위장전입,위장전입,이효성,이효성_방통위원장_내정자_위장전입,주민등록법,위장전입_사실,주민등록법_위반,중학교,1994년_주민등록법_위반,청와대,이효성_방통위원장,일본,부동산,1994년_주민등록법,1994년도_주민등록법_위반_사안,이효성_방송통신위원장_내정자,방통위원장,고위공직자_배제_기준,위반_사안,부동산_투기,고위공직자_배제,내정자_인선,1994년도_주민등록법,아이_학교,목동,4일_1994년,부동산_투기_목적,아이_학교_때문,이효성_방송통신위원장,중학교_2학년,딸_학교_때문,2005년_7월,면탈,국무위원,문재인,병역면탈,위장전입자,친척집,위원장,주소지,공직자,5대,직계가족,후보자,방송통신,2학년,기자들,경향신문,연구년"
20170704,중도일보,세종시 임대주택 다음달에 1700여세대 공급된다,"임대주택_공급,임대주택,신혼부부_임대주택,공급_대상,주택_청약,세종지역,청년_임대주택,세종,신혼부부,주거약자,관계자,민간_분양_주택,다음달,만큼_지역,1700여세대_공급,임대주택_정책,임대주택_대비,임대주택_1700여세대,지역_수요,다음달_신규_공급,주택_소유,국민임대_주택,세종시_임대주택_다음달,행복주택,민간_청약,세종시_임대주택,신혼부부_임대주택_20만,임대_비용,만큼,주택_청약_당첨,민간_분양,공급_일정,청년_임대주택_30만,임대주택_정책_방향,임대주택_대비_임대비용,국민임대_주택_674세대,분양전환_임대주택,lh_관계자,서민들,다음달_행복도시,주거약자들,만큼_주거약자들,10년_공공임대_주택,1생활,2생활,주택_소유_개념,다음달_신규,다음달_세종시,민간_청약_열기,서창역"
20170704,한국일보,"용틀임하는 용산 부동산, 이번엔 강남 넘을까","용산,서울_용산,강남,아파트_가격,아파트_분양,용산_부동산,서울,평균_아파트_가격,평균_아파트,000만,서울_용산_부동산_시장,3일_서울,부동산,신분당선_용산,강남_재건축,용산역,견본주택,한강로,2월_용산,방문객,강남권,견본주택_방문객,최고급_주택_단지,주상복합_래미안_용산,국제업무지구,5월_입주,1억,인근_단지,투자자,입주_3년,용산구,재건축,평균_분양가,최고급_주택,용산_유엔군사령부,양지영,투자문의,미래비전,용산_유엔군사령부_부지,해링턴,용산푸르지오써밋,용산센트럴파크,전용면적,래미안,서울시,2월_용산_광역중심_미래비전,개발호재,투자자_비율,부동산_시장,용산센트럴파크_해링턴"
